model,dataset,set,metric,scot_mean,scot_std,mgcot_mean,mgcot_std,winner
qwen2_1.5b,clutrr,performance,token_f1,0.0509,0.0759,0.0798,0.0869,MGCoT
qwen2_1.5b,clutrr,performance,token_overlap_count,0.4,0.4949,0.48,0.5047,MGCoT
qwen2_1.5b,clutrr,performance,normalized_edit_distance,0.1946,0.0935,0.2452,0.0734,SCoT
qwen2_1.5b,clutrr,performance,char_f1,0.6445,0.0805,0.6676,0.0607,MGCoT
qwen2_1.5b,clutrr,performance,bert_score_f1,0.8384,0.0164,0.8408,0.0103,MGCoT
qwen2_1.5b,clutrr,performance,semantic_similarity,0.3181,0.065,0.3303,0.0634,MGCoT
qwen2_1.5b,date,hardware,delta_time_seconds,53.1018,33.3208,36.1505,24.2585,MGCoT
qwen2_1.5b,date,hardware,cpu_usage_avg_percent,4.4042,0.4997,4.6074,0.9813,SCoT
qwen2_1.5b,date,hardware,ram_usage_avg_mb,8651.593,51.9112,8634.4591,54.5572,MGCoT
qwen2_1.5b,date,hardware,ram_usage_avg_percent,53.3318,0.3199,53.2281,0.3318,MGCoT
qwen2_1.5b,date,hardware,gpu_usage_avg_percent,3.6924,2.2422,6.697,5.0143,SCoT
qwen2_1.5b,date,hardware,gpu_memory_avg_mb,2748.7256,0.2828,2748.7656,0.0,SCoT
qwen2_1.5b,date,performance,rouge1_f1,0.0916,0.1092,0.1239,0.1541,MGCoT
qwen2_1.5b,date,performance,rouge2_f1,0.021,0.0531,0.0376,0.0999,MGCoT
qwen2_1.5b,date,performance,rougeL_f1,0.0901,0.1092,0.1211,0.1496,MGCoT
qwen2_1.5b,date,performance,bleu,0.0,0.0,0.0,0.0,MGCoT
qwen2_1.5b,date,performance,exact_match,0.0,0.0,0.0,0.0,tie
qwen2_1.5b,date,performance,token_precision,0.0028,0.0103,0.0007,0.0052,SCoT
qwen2_1.5b,date,performance,token_recall,0.04,0.137,0.01,0.0707,SCoT
qwen2_1.5b,date,performance,token_f1,0.0052,0.019,0.0014,0.0098,SCoT
qwen2_1.5b,date,performance,token_overlap_count,0.08,0.274,0.02,0.1414,SCoT
qwen2_1.5b,date,performance,normalized_edit_distance,0.0649,0.087,0.1017,0.1193,SCoT
qwen2_1.5b,date,performance,char_f1,0.3022,0.0785,0.3168,0.1101,MGCoT
qwen2_1.5b,date,performance,bert_score_f1,0.8072,0.0366,0.8154,0.0379,MGCoT
qwen2_1.5b,date,performance,semantic_similarity,0.3665,0.1267,0.3943,0.1467,MGCoT
qwen2_1.5b,gsm8k,hardware,delta_time_seconds,111.3048,33.1342,110.7147,36.6652,MGCoT
qwen2_1.5b,gsm8k,hardware,cpu_usage_avg_percent,4.2534,0.3587,4.1987,0.3366,MGCoT
qwen2_1.5b,gsm8k,hardware,ram_usage_avg_mb,8947.5949,149.4879,8936.9281,144.1936,MGCoT
qwen2_1.5b,gsm8k,hardware,ram_usage_avg_percent,55.1573,0.9226,55.0924,0.8888,MGCoT
qwen2_1.5b,gsm8k,hardware,gpu_usage_avg_percent,2.4713,0.3303,2.8752,0.7409,SCoT
qwen2_1.5b,gsm8k,hardware,gpu_memory_avg_mb,2748.7656,0.0,2748.7656,0.0,tie
qwen2_1.5b,gsm8k,performance,rouge1_f1,0.376,0.0867,0.368,0.099,SCoT
qwen2_1.5b,gsm8k,performance,rouge2_f1,0.1646,0.0674,0.1563,0.0693,SCoT
qwen2_1.5b,gsm8k,performance,rougeL_f1,0.2754,0.0641,0.2658,0.072,SCoT
qwen2_1.5b,gsm8k,performance,bleu,0.0489,0.0448,0.0442,0.0458,SCoT
qwen2_1.5b,gsm8k,performance,exact_match,0.0,0.0,0.0,0.0,tie
qwen2_1.5b,gsm8k,performance,token_precision,0.3617,0.0985,0.354,0.1045,SCoT
qwen2_1.5b,gsm8k,performance,token_recall,0.5573,0.1013,0.5298,0.0943,SCoT
qwen2_1.5b,gsm8k,performance,token_f1,0.4276,0.0799,0.4165,0.0924,SCoT
qwen2_1.5b,gsm8k,performance,token_overlap_count,21.5,6.4119,20.94,7.4981,SCoT
qwen2_1.5b,gsm8k,performance,normalized_edit_distance,0.2186,0.0605,0.2195,0.0658,SCoT
qwen2_1.5b,gsm8k,performance,char_f1,0.8278,0.0552,0.8182,0.0609,SCoT
qwen2_1.5b,gsm8k,performance,bert_score_f1,0.8503,0.017,0.8484,0.0187,SCoT
qwen2_1.5b,gsm8k,performance,semantic_similarity,0.8007,0.0729,0.8022,0.0637,MGCoT
qwen2_1.5b,saycan,hardware,delta_time_seconds,60.5316,60.0124,46.4889,55.7473,MGCoT
qwen2_1.5b,saycan,hardware,cpu_usage_avg_percent,5.4347,1.9423,4.6953,1.202,MGCoT
qwen2_1.5b,saycan,hardware,ram_usage_avg_mb,9632.7146,124.6143,9609.9463,115.2473,MGCoT
qwen2_1.5b,saycan,hardware,ram_usage_avg_percent,59.377,0.7707,59.2393,0.7099,MGCoT
qwen2_1.5b,saycan,hardware,gpu_usage_avg_percent,6.3766,4.5736,10.5673,8.6698,SCoT
qwen2_1.5b,saycan,hardware,gpu_memory_avg_mb,2748.7656,0.0,2748.7656,0.0,tie
qwen2_1.5b,saycan,performance,rouge1_f1,0.0379,0.0521,0.0364,0.0507,SCoT
qwen2_1.5b,saycan,performance,rouge2_f1,0.0046,0.0133,0.0048,0.015,MGCoT
qwen2_1.5b,saycan,performance,rougeL_f1,0.034,0.0435,0.0339,0.0449,SCoT
qwen2_1.5b,saycan,performance,bleu,0.0,0.0,0.0,0.0,tie
qwen2_1.5b,saycan,performance,exact_match,0.0,0.0,0.0,0.0,tie
qwen2_1.5b,saycan,performance,token_precision,0.1027,0.0574,0.1235,0.0881,MGCoT
qwen2_1.5b,saycan,performance,token_recall,0.1345,0.0732,0.1291,0.0772,SCoT
qwen2_1.5b,saycan,performance,token_f1,0.0964,0.0373,0.1031,0.0502,MGCoT
qwen2_1.5b,saycan,performance,token_overlap_count,3.2,1.9588,3.0,1.8626,SCoT
qwen2_1.5b,saycan,performance,normalized_edit_distance,0.1166,0.0492,0.1225,0.0527,SCoT
qwen2_1.5b,saycan,performance,char_f1,0.6225,0.0954,0.6037,0.103,SCoT
qwen2_1.5b,saycan,performance,bert_score_f1,0.784,0.0165,0.7825,0.0157,SCoT
qwen2_1.5b,saycan,performance,semantic_similarity,0.2708,0.1606,0.25,0.1429,SCoT
